recall,thermal_only,rgb_only,fusion
0.35175879396984927,0.874824684184649,0.8248246841846489,0.994824684184649
0.35678391959798994,0.8721327989326367,0.8221327989326367,0.9921327989326367
0.36180904522613067,0.8694218893620618,0.8194218893620617,0.9894218893620618
0.36683417085427134,0.8666920880546496,0.8166920880546495,0.9866920880546496
0.37185929648241206,0.8639435248582098,0.8139435248582098,0.9839435248582098
0.3768844221105528,0.8611763269793242,0.8111763269793242,0.9811763269793242
0.38190954773869346,0.8583906190716941,0.8083906190716941,0.9783906190716941
0.3869346733668342,0.8555865233204035,0.8055865233204035,0.9755865233204035
0.3919597989949749,0.8527641595223417,0.8027641595223417,0.9727641595223417
0.3969849246231156,0.8499236451630026,0.7999236451630025,0.9699236451630026
0.4020100502512563,0.8470650954898715,0.7970650954898715,0.9670650954898715
0.40703517587939697,0.84418862358259,0.7941886235825899,0.9641886235825899
0.4120603015075377,0.8412943404200797,0.7912943404200796,0.9612943404200797
0.4170854271356784,0.8383823549447917,0.7883823549447917,0.9583823549447917
0.4221105527638191,0.8354527741242379,0.7854527741242379,0.9554527741242379
0.4271356783919598,0.8325057030099503,0.7825057030099503,0.9525057030099503
0.4321608040201005,0.8295412447940058,0.7795412447940058,0.9495412447940058
0.4371859296482412,0.8265595008632431,0.7765595008632431,0.9465595008632431
0.44221105527638194,0.823560570851292,0.7735605708512919,0.943560570851292
0.4472361809045226,0.8205445526885269,0.7705445526885268,0.9405445526885269
0.45226130653266333,0.817511542650051,0.767511542650051,0.937511542650051
0.457286432160804,0.8144616354018075,0.7644616354018074,0.9344616354018075
0.4623115577889447,0.8113949240449134,0.7613949240449134,0.9313949240449134
0.46733668341708545,0.808311500158302,0.758311500158302,0.928311500158302
0.4723618090452261,0.805211453839755,0.755211453839755,0.925211453839755
0.47738693467336685,0.8020948737454036,0.7520948737454035,0.9220948737454036
0.4824120603015075,0.7989618471277696,0.7489618471277696,0.9189618471277696
0.48743718592964824,0.7958124598724166,0.7458124598724165,0.9158124598724166
0.49246231155778897,0.792646796533274,0.7426467965332739,0.912646796533274
0.49748743718592964,0.7894649403666973,0.7394649403666973,0.9094649403666973
0.5025125628140703,0.7862669733643208,0.7362669733643208,0.9062669733643208
0.507537688442211,0.7830529762847565,0.7330529762847564,0.9030529762847564
0.5125628140703518,0.7798230286841923,0.7298230286841922,0.8998230286841923
0.5175879396984925,0.7765772089459391,0.726577208945939,0.8965772089459391
0.5226130653266332,0.7733155943089685,0.7233155943089684,0.8933155943089685
0.5276381909547738,0.7700382608954898,0.7200382608954897,0.8900382608954898
0.5326633165829145,0.7667452837376043,0.7167452837376043,0.8867452837376043
0.5376884422110553,0.763436736803079,0.713436736803079,0.883436736803079
0.542713567839196,0.7601126930202724,0.7101126930202724,0.8801126930202724
0.5477386934673367,0.756773224302254,0.706773224302254,0.876773224302254
0.5527638190954774,0.7534184015701444,0.7034184015701443,0.8734184015701444
0.5577889447236181,0.7500482947757128,0.7000482947757127,0.8700482947757128
0.5628140703517588,0.7466629729232603,0.6966629729232603,0.8666629729232603
0.5678391959798995,0.7432625040908164,0.6932625040908164,0.8632625040908164
0.5728643216080402,0.7398469554506792,0.6898469554506792,0.8598469554506792
0.577889447236181,0.736416393289322,0.6864163932893219,0.856416393289322
0.5829145728643216,0.7329708830266942,0.6829708830266942,0.8529708830266942
0.5879396984924623,0.7295104892349369,0.6795104892349368,0.8495104892349369
0.592964824120603,0.7260352756565387,0.6760352756565386,0.8460352756565387
0.5979899497487438,0.7225453052219515,0.6725453052219514,0.8425453052219515
0.6030150753768845,0.7190406400666864,0.6690406400666864,0.8390406400666864
0.6080402010050251,0.7155213415479111,0.6655213415479111,0.8355213415479111
0.6130653266331658,0.7119874702605644,0.6619874702605644,0.8319874702605644
0.6180904522613065,0.7084390860530096,0.6584390860530096,0.8284390860530096
0.6231155778894473,0.7048762480422402,0.6548762480422402,0.8248762480422402
0.628140703517588,0.7012990146286551,0.651299014628655,0.8212990146286551
0.6331658291457286,0.6977074435104205,0.6477074435104204,0.8177074435104205
0.6381909547738693,0.6941015916974314,0.6441015916974313,0.8141015916974313
0.6432160804020101,0.6904815155248871,0.6404815155248871,0.8104815155248871
0.6482412060301508,0.6868472706664963,0.6368472706664963,0.8068472706664963
0.6532663316582915,0.6831989121473209,0.6331989121473208,0.8031989121473209
0.6582914572864321,0.6795364943562754,0.6295364943562753,0.7995364943562754
0.6633165829145728,0.6758600710582903,0.6258600710582902,0.7958600710582903
0.6683417085427136,0.6721696954061533,0.6221696954061533,0.7921696954061533
0.6733668341708543,0.6684654199520383,0.6184654199520383,0.7884654199520383
0.678391959798995,0.6647472966587309,0.6147472966587308,0.7847472966587309
0.6834170854271356,0.6610153769105651,0.6110153769105651,0.7810153769105651
0.6884422110552764,0.6572697115240758,0.6072697115240757,0.7772697115240758
0.6934673366834171,0.6535103507583798,0.6035103507583798,0.7735103507583798
0.6984924623115578,0.6497373443252928,0.5997373443252928,0.7697373443252928
0.7035175879396985,0.6459507413991907,0.5959507413991907,0.7659507413991907
0.7085427135678392,0.6421505906266242,0.5921505906266241,0.7621505906266242
0.7135678391959799,0.6383369401356949,0.5883369401356948,0.7583369401356949
0.7185929648241206,0.6345098375451987,0.5845098375451987,0.7545098375451987
0.7236180904522613,0.6306693299735464,0.5806693299735464,0.7506693299735464
0.7286432160804021,0.6268154640474658,0.5768154640474658,0.7468154640474658
0.7336683417085427,0.622948285910494,0.572948285910494,0.742948285910494
0.7386934673366834,0.619067841231266,0.569067841231266,0.739067841231266
0.7437185929648241,0.6151741752116048,0.5651741752116047,0.7351741752116048
0.7487437185929648,0.6112673325944209,0.5612673325944209,0.7312673325944209
0.7537688442211056,0.607347357671425,0.557347357671425,0.727347357671425
0.7587939698492463,0.603414294290661,0.5534142942906609,0.723414294290661
0.7638190954773869,0.5994681858638637,0.5494681858638637,0.7194681858638637
0.7688442211055276,0.5955090753736472,0.5455090753736471,0.7155090753736472
0.7738693467336684,0.591537005380528,0.541537005380528,0.711537005380528
0.7788944723618091,0.5875520180297892,0.5375520180297891,0.7075520180297892
0.7839195979899498,0.5835541550581882,0.5335541550581882,0.7035541550581882
0.7889447236180904,0.579543457800515,0.5295434578005149,0.699543457800515
0.7939698492462312,0.5755199671960025,0.5255199671960025,0.6955199671960025
0.7989949748743719,0.571483723794596,0.521483723794596,0.691483723794596
0.8040201005025126,0.5674347677630839,0.5174347677630838,0.6874347677630839
0.8090452261306533,0.5633731388910937,0.5133731388910937,0.6833731388910937
0.8140703517587939,0.5592988765969584,0.5092988765969584,0.6792988765969584
0.8190954773869347,0.5552120199334545,0.5052120199334544,0.6752120199334545
0.8241206030150754,0.5511126075934183,0.5011126075934182,0.6711126075934183
0.8291457286432161,0.5470006779152409,0.4970006779152409,0.6670006779152409
0.8341708542713568,0.5428762688882469,0.4928762688882469,0.6628762688882469
0.8391959798994975,0.53873941815796,0.48873941815796,0.65873941815796
0.8442211055276382,0.5345901630312564,0.4845901630312564,0.6545901630312564
0.8492462311557789,0.5304285404814129,0.48042854048141287,0.6504285404814129
0.8542713567839196,0.5262545871530491,0.4762545871530491,0.6462545871530491
0.8592964824120604,0.5220683393669675,0.4720683393669675,0.6420683393669675
0.864321608040201,0.517869833124895,0.467869833124895,0.637869833124895
0.8693467336683417,0.513659104114127,0.463659104114127,0.633659104114127
0.8743718592964824,0.5094361877120784,0.45943618771207845,0.6294361877120784
0.8793969849246231,0.5052011189907427,0.4552011189907427,0.6252011189907427
0.8844221105527639,0.5009539327210605,0.4509539327210605,0.6209539327210605
0.8894472361809045,0.49669466337720297,0.446694663377203,0.616694663377203
0.8944723618090452,0.49242334514076896,0.442423345140769,0.612423345140769
0.8994974874371859,0.48814001190490025,0.43814001190490026,0.6081400119049003
0.9045226130653267,0.483844697278316,0.43384469727831604,0.603844697278316
0.9095477386934674,0.47953743458926895,0.42953743458926896,0.599537434589269
0.914572864321608,0.47521825688942393,0.42521825688942394,0.595218256889424
0.9195979899497487,0.4708871969576631,0.42088719695766313,0.5908871969576631
0.9246231155778895,0.4665442873038176,0.4165442873038176,0.5865442873038176
0.9296482412060302,0.46218956017232793,0.41218956017232794,0.5821895601723279
0.9346733668341709,0.4578230475458355,0.40782304754583554,0.5778230475458355
0.9396984924623115,0.4534447811487063,0.4034447811487063,0.5734447811487062
0.9447236180904522,0.44905479245048774,0.39905479245048775,0.5690547924504877
0.949748743718593,0.44465311266930296,0.394653112669303,0.564653112669303
0.9547738693467337,0.4402397727751801,0.3902397727751801,0.5602397727751801
0.9597989949748744,0.4358148034933215,0.38581480349332153,0.5558148034933215
0.964824120603015,0.4313782353073125,0.3813782353073125,0.5513782353073124
0.9698492462311558,0.42693009846227115,0.37693009846227116,0.5469300984622711
0.9748743718592965,0.4224704229679419,0.3724704229679419,0.5424704229679419
0.9798994974874372,0.4179992386017325,0.3679992386017325,0.5379992386017325
0.9849246231155779,0.41351657491169636,0.36351657491169637,0.5335165749116964
0.9899497487437187,0.409022461219462,0.359022461219462,0.5290224612194621
0.9949748743718593,0.4045169266231103,0.3545169266231103,0.5245169266231102
1.0,0.4,0.35000000000000003,0.52
